run_id,split,partition,rows,defaults,non_defaults,default_prevalence,date_min,date_max
run_20260806T154718Z,temporal,train,318136,58832,259304,0.18492720094550757,2007-06-01,2016-01-01
run_20260806T154718Z,temporal,validation,83757,19720,64037,0.23544300774860608,2016-02-01,2016-10-01
run_20260806T154718Z,temporal,test,98107,21352,76755,0.21763992375671462,2016-11-01,2018-12-01
