run_id,split,feature_set,model,probability_calibration,calibration_slope,calibration_intercept,raw_validation_brier_score,validation_brier_score,raw_brier_score,brier_score,raw_probability_mean,calibrated_probability_mean
run_20260806T154718Z,temporal,borrower_financial,LightGBM,validation_sigmoid_on_raw_log_odds,0.9349837412833807,-1.1155951206403902,0.20793540999381763,0.1597237572339995,0.21611193460918982,0.15528361306989463,0.4532105151511024,0.24105154046237776
run_20260806T154718Z,temporal,borrower_financial,Explainable Boosting Machine,validation_sigmoid_on_raw_log_odds,0.9216670883914186,0.2251327565549238,0.1623997727494122,0.15980395872491898,0.1555212077451608,0.15523299507047264,0.1906552064664062,0.23924930308134745
run_20260806T154718Z,temporal,borrower_financial,Logistic Regression,validation_sigmoid_on_raw_log_odds,0.9388617650790931,0.22469309550347935,0.16310647824293747,0.16075316217475608,0.1562708087434625,0.15602416679212083,0.19237232787822317,0.23764880610422542
run_20260806T154718Z,temporal,borrower_only,LightGBM,validation_sigmoid_on_raw_log_odds,0.9606245114975823,-1.1887193268947165,0.24455949712290978,0.17639237998460416,0.24103287167166093,0.16603854230597842,0.4908400363287366,0.23274599812335364
run_20260806T154718Z,temporal,borrower_only,Explainable Boosting Machine,validation_sigmoid_on_raw_log_odds,1.017420237757872,0.31448239397474087,0.17873002392748616,0.17639378311606885,0.16692327550478375,0.1659546075719044,0.18632993990678548,0.2332197551750406
run_20260806T154718Z,temporal,borrower_only,Logistic Regression,validation_sigmoid_on_raw_log_odds,1.0036065525979607,0.2912429236906281,0.17867792643577524,0.17640546554258926,0.166918948394133,0.16596963786340424,0.18649043065416596,0.23283138013476726
run_20260806T154718Z,temporal,combined,MLP Neural Network,validation_sigmoid_on_raw_log_odds,0.949014283525836,0.2987591473380942,0.1627107730576759,0.15947095608161216,0.15501552457043924,0.15389334937443697,0.1807514565110623,0.23435166931807425
run_20260806T154718Z,temporal,combined,LightGBM,validation_sigmoid_on_raw_log_odds,0.9530515855428189,-1.1161199530318866,0.20813721441919017,0.15973202141852944,0.21279955326428202,0.15494127366705832,0.4474240144131707,0.23625662588402302
run_20260806T154718Z,temporal,combined,FT-Transformer,validation_sigmoid_on_raw_log_odds,0.9633563424536654,0.3361548944633442,0.16334444288593017,0.1597193790083412,0.15591324336641768,0.1546119806216436,0.17796148814518067,0.2343818665021962
run_20260806T154718Z,temporal,combined,Explainable Boosting Machine,validation_sigmoid_on_raw_log_odds,0.9514201849881234,0.27294330792207533,0.16263286395412657,0.15983752751660665,0.15574964337262626,0.1549022121259955,0.18469990624565377,0.23435856266108807
run_20260806T154718Z,temporal,combined,Logistic Regression,validation_sigmoid_on_raw_log_odds,0.9715481406732253,0.2829270974538929,0.16318856220307892,0.16060571959651196,0.1560546282024011,0.1553660983608001,0.18599880240099684,0.23338841086458748
run_20260806T154718Z,temporal,combined,Linear SVM,validation_sigmoid_on_raw_log_odds,2.2266909809859983,-1.1560219138510566,0.22254214626381313,0.1606502244991727,0.224007506600444,0.15547164717538772,0.4780613867944277,0.23478511258247595
run_20260806T154718Z,temporal,combined,Probit Regression,validation_sigmoid_on_raw_log_odds,0.9701290053842879,0.2801017867523015,0.16314704008832007,0.1605836249365157,0.15596152176089573,0.15544044918820046,0.18722399616358132,0.2346093399173397
run_20260806T154718Z,temporal,combined,CatBoost,validation_sigmoid_on_raw_log_odds,0.9995020983274985,-1.1230001026685656,0.20964953447810444,0.16032590814453546,0.2159280011888619,0.15579147390220308,0.45513426906498944,0.23833555381811453
run_20260806T154718Z,temporal,combined,XGBoost,validation_sigmoid_on_raw_log_odds,0.990533721980758,-1.11775049952826,0.20948433767803182,0.1605314384138556,0.21699029201448017,0.15610302168286644,0.45605182077613055,0.24009510393808492
run_20260806T154718Z,temporal,combined,Random Forest,validation_sigmoid_on_raw_log_odds,1.1756077389865118,-0.9882098638640384,0.20089658187712128,0.16112443513703686,0.20346477408394853,0.15590865446265276,0.4320030191989288,0.23558431697534674
run_20260806T154718Z,temporal,financial_only,LightGBM,validation_sigmoid_on_raw_log_odds,0.9097189906722902,-1.106213981471744,0.20857737626618075,0.1607659689481638,0.21709098311858224,0.15640144565746444,0.4521789258936523,0.2411912107418392
run_20260806T154718Z,temporal,financial_only,Explainable Boosting Machine,validation_sigmoid_on_raw_log_odds,0.9014160640708957,0.19852064262175567,0.16358456657254355,0.1609649849973854,0.15706683663901308,0.15695801638961757,0.19295275106066992,0.24190160717279513
run_20260806T154718Z,temporal,financial_only,Logistic Regression,validation_sigmoid_on_raw_log_odds,0.922122552183694,0.2078378922911725,0.16427194420143915,0.1618197794029453,0.1578387985191827,0.15763164390791368,0.19263720604344464,0.2390172343868029
run_20260806T154718Z,temporal,grade_only,Logistic Regression,validation_sigmoid_on_raw_log_odds,0.9991446260387391,0.34508960302889896,0.16922547521979278,0.16604236797076855,0.16038956990455572,0.15973574070458074,0.18470761648776354,0.23819993457001187
run_20260806T154718Z,temporal,grade_only,LightGBM,validation_sigmoid_on_raw_log_odds,0.9990882248517778,-1.137092489218618,0.2205002102752877,0.16604157393377808,0.22499215966293357,0.15973411744683363,0.46730135883333473,0.2381824618005371
run_20260806T154718Z,temporal,grade_only,Explainable Boosting Machine,validation_sigmoid_on_raw_log_odds,1.005104443063537,0.35292597271385834,0.16924090733546066,0.16604378864578367,0.1603893392420288,0.15973234085275487,0.18473684165541712,0.2382047615325311
