model,bin,observations,defaults,mean_predicted_probability,observed_default_rate,minimum_predicted_probability,maximum_predicted_probability,observed_rate_ci_lower,observed_rate_ci_upper
MLP Neural Network,7,6667,949,0.1596783770669324,0.1423428828558572,0.1488225758075714,0.17072859406471255,0.13416156378943522,0.15093613662665617
MLP Neural Network,8,6666,1191,0.18193857424115406,0.17866786678667868,0.17073196172714236,0.19316358864307404,0.16965757900230394,0.18804830714647658
MLP Neural Network,9,6667,1304,0.20557825436732644,0.19559022048897556,0.19316716492176056,0.2182410061359406,0.18624520185974525,0.20528584573700775
MLP Neural Network,10,6666,1478,0.23192171118046978,0.22172217221722174,0.21824200451374046,0.24626651406288153,0.21191173526990836,0.2318531661334473
MLP Neural Network,11,6667,1620,0.2617582161579065,0.24298785060746964,0.2462862432003022,0.2783536314964295,0.23284256493711494,0.25342915226270585
MLP Neural Network,12,6667,1956,0.2978337032694464,0.29338533073346335,0.2783588469028473,0.31879937648773193,0.282577288549199,0.30443134316527615
MLP Neural Network,13,6666,2124,0.3445060489693097,0.31863186318631864,0.3188055753707885,0.37338188290596,0.307553467998369,0.32991918202678305
MLP Neural Network,14,6667,2593,0.411212079793559,0.38893055347232636,0.373417854309082,0.4560073912143707,0.3772953861601486,0.4006936459883586
MLP Neural Network,15,6667,3453,0.5334288140537321,0.5179241037948102,0.4560255408287049,0.8083543181419373,0.5059227461844167,0.5299048171623131
Modified FT-Transformer-style,1,6667,184,0.02674721633671521,0.02759862006899655,0.014995190314948555,0.03924853727221488,0.023930000487744133,0.03181133206016107
Modified FT-Transformer-style,2,6667,352,0.05201001251425113,0.0527973601319934,0.039256114512681975,0.06461656093597412,0.047682192118638445,0.05842759768659392
Modified FT-Transformer-style,3,6666,543,0.07616963389754618,0.08145814581458145,0.06462015956640244,0.08734582364559172,0.07513008445494579,0.0882683386800204
Modified FT-Transformer-style,4,6667,659,0.0973932420027762,0.09884505774711265,0.0873461663722992,0.10715505480766295,0.09191020708579214,0.10624194211229407
Modified FT-Transformer-style,5,6666,740,0.1163189083956989,0.111011101110111,0.10715920478105544,0.12534791231155398,0.10369254040656191,0.1187777503421719
Modified FT-Transformer-style,6,6667,867,0.13453692033075582,0.13004349782510874,0.12534892559051516,0.1437722146511078,0.12218215145962691,0.13833094481895958
Modified FT-Transformer-style,7,6667,975,0.15305546793298277,0.1462426878656067,0.1437742710113525,0.16260258853435516,0.1379644662177897,0.1549283525833642
Modified FT-Transformer-style,8,6666,1159,0.17231903693946388,0.17386738673867386,0.1626050174236298,0.18200938403606415,0.1649576695545407,0.18315278632195267
Modified FT-Transformer-style,9,6667,1351,0.19250994074535957,0.20263986800659967,0.18200974166393286,0.20316223800182343,0.19316340944822258,0.21245881369075886
Modified FT-Transformer-style,10,6666,1406,0.2145330938953485,0.21092109210921092,0.20316238701343536,0.22618579864501956,0.20129536801911727,0.22087981527159237
