run_id,split,model_1,model_2,auc_model_1,auc_model_2,auc_difference,standard_error,ci_95_lower,ci_95_upper,z_statistic,p_value
run_20260806T154718Z,random,MLP Neural Network,Logistic Regression,0.7263691722347618,0.7189933255923536,0.007375846642408201,0.0007116567201337421,0.005980999470946067,0.008770693813870335,10.364332175521442,3.602661755169888e-25
run_20260806T154718Z,random,LightGBM,Logistic Regression,0.7266923585154057,0.7189933255923536,0.007699032923052074,0.0006403831983470311,0.006443881854291893,0.008954183991812255,12.02254047720952,2.7052410756172833e-33
run_20260806T154718Z,random,Explainable Boosting Machine,Logistic Regression,0.7230637817107347,0.7189933255923536,0.004070456118381083,0.00046712275929354025,0.003154895510165744,0.004986016726596421,8.713889523467225,2.9362253474565474e-18
run_20260806T154718Z,random,MLP Neural Network,LightGBM,0.7263691722347618,0.7266923585154057,-0.00032318628064387234,0.0005953958488092158,-0.0014901621443099353,0.0008437895830221906,-0.5428090929593158,0.5872612519118539
