feature,coefficient,odds_ratio,sign,interpretation_direction,coefficient_scale,coefficient_source,coefficient_training_rows,prediction_estimator,interpretation_scope
int_rate,0.1318104619098127,1.1408920562713891,positive,Higher values are associated with higher default odds,"Per one-standard-deviation increase in the cleaned, winsorised feature",full_training_fitted_prediction_model,320000,sklearn_logistic_regression_full_training,Predictive association from the full-training fitted Logistic model
fico_score,-0.1291700541034958,0.8788245051244152,negative,Higher values are associated with lower default odds,"Per one-standard-deviation increase in the cleaned, winsorised feature",full_training_fitted_prediction_model,320000,sklearn_logistic_regression_full_training,Predictive association from the full-training fitted Logistic model
dti,0.1824759193300742,1.2001852493407548,positive,Higher values are associated with higher default odds,"Per one-standard-deviation increase in the cleaned, winsorised feature",full_training_fitted_prediction_model,320000,sklearn_logistic_regression_full_training,Predictive association from the full-training fitted Logistic model
annual_inc,-0.0706244166275424,0.9318117994319226,negative,Higher values are associated with lower default odds,"Per one-standard-deviation increase in the cleaned, winsorised feature",full_training_fitted_prediction_model,320000,sklearn_logistic_regression_full_training,Predictive association from the full-training fitted Logistic model
loan_amnt,-0.1308239868903893,0.8773721898084901,negative,Higher values are associated with lower default odds,"Per one-standard-deviation increase in the cleaned, winsorised feature",full_training_fitted_prediction_model,320000,sklearn_logistic_regression_full_training,Predictive association from the full-training fitted Logistic model
term_months,0.3444795629558158,1.4112552589963456,positive,Higher values are associated with higher default odds,"Per one-standard-deviation increase in the cleaned, winsorised feature",full_training_fitted_prediction_model,320000,sklearn_logistic_regression_full_training,Predictive association from the full-training fitted Logistic model
revol_util,0.0432581701494381,1.044207443246108,positive,Higher values are associated with higher default odds,"Per one-standard-deviation increase in the cleaned, winsorised feature",full_training_fitted_prediction_model,320000,sklearn_logistic_regression_full_training,Predictive association from the full-training fitted Logistic model
credit_history_months,0.0160322131559917,1.016161418645163,positive,Higher values are associated with higher default odds,"Per one-standard-deviation increase in the cleaned, winsorised feature",full_training_fitted_prediction_model,320000,sklearn_logistic_regression_full_training,Predictive association from the full-training fitted Logistic model
